Rainfall_mm,Avg_Temp_C,Garbage_Complaints,Waterlogging_Complaints,Month,Quarter,DayOfYear,Month_sin,Month_cos,Is_Monsoon,Is_Summer,Is_Winter,Rainfall_Lag1,Rainfall_Lag2,Rainfall_Lag3,Temp_Lag1,Temp_Lag2,Cases_Lag1,Cases_Lag2,Cases_Lag3,Garbage_Lag1,Waterlog_Lag1,Rainfall_roll3_mean,Rainfall_roll7_mean,Cases_roll3_mean,Cases_roll7_mean,Temp_roll3_mean,Rainfall_roll3_std,Cases_roll3_std,Rainfall_roll7_max,Rainfall_roll7_min,Ward_Garbage_mean,Ward_Waterlog_mean,Ward_Cases_mean,Ward_Rainfall_mean,Dengue_Cases,Ward_ID
11.1,23.1,12,5,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,99.5,67.1,151.0,25.7,27.3,25.0,47.0,56.0,4.0,12.0,59.23333333333333,112.24285714285715,34.0,40.0,25.366666666666664,44.72195583081461,11.53256259467079,208.2,11.1,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,30,3
6.8,20.4,25,5,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,11.1,99.5,67.1,23.1,25.7,30.0,25.0,47.0,12.0,5.0,39.13333333333333,83.47142857142856,21.666666666666668,36.57142857142857,23.066666666666666,52.323258053501725,10.408329997330657,151.0,6.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,10,3
11.0,23.0,14,2,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,6.8,11.1,99.5,20.4,23.1,10.0,30.0,25.0,25.0,5.0,9.633333333333333,69.87142857142858,14.0,29.142857142857142,22.166666666666668,2.4542480178935002,14.422205101855953,151.0,6.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,2,3
8.6,34.2,10,0,3,1,60,1.0,6.123233995736766e-17,0,1,0,11.0,6.8,11.1,23.0,20.4,2.0,10.0,30.0,14.0,2.0,8.799999999999999,50.72857142857142,7.333333333333333,25.714285714285715,25.866666666666664,2.1071307505707515,4.618802153516994,151.0,6.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,10,3
10.4,36.9,6,1,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,8.6,11.0,6.8,34.2,23.0,10.0,2.0,10.0,10.0,0.0,10.0,30.642857142857142,4.0,17.714285714285715,31.366666666666664,1.248999599680014,5.291502622129171,99.5,6.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,0,3
99.0,35.6,24,14,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,10.4,8.6,11.0,36.9,34.2,0.0,10.0,2.0,6.0,1.0,39.333333333333336,35.2,10.333333333333334,14.0,35.56666666666667,51.68068626995324,10.503967504392483,99.5,6.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,21,3
50.6,27.7,3,5,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,99.0,10.4,8.6,35.6,36.9,21.0,0.0,10.0,24.0,14.0,53.333333333333336,28.214285714285715,20.0,16.0,33.4,44.36319796107279,19.519221295943133,99.0,6.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,39,3
168.6,31.1,6,16,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,50.6,99.0,10.4,27.7,35.6,39.0,21.0,0.0,3.0,5.0,106.06666666666666,50.714285714285715,28.0,15.142857142857142,31.46666666666667,59.3165519339529,9.64365076099295,168.6,6.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,24,3
101.3,28.2,28,12,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,168.6,50.6,99.0,31.1,27.7,24.0,39.0,21.0,6.0,16.0,106.83333333333333,64.21428571428571,41.666666666666664,22.571428571428573,29.0,59.194284634019624,19.139836293274122,168.6,8.6,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,62,3
172.4,27.5,23,18,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,101.3,168.6,50.6,28.2,31.1,62.0,24.0,39.0,28.0,12.0,147.4333333333333,87.27142857142857,44.666666666666664,29.142857142857142,28.933333333333334,39.997791605704066,19.218047073866096,172.4,8.6,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,48,3
71.0,24.0,20,7,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,172.4,101.3,168.6,27.5,28.2,48.0,62.0,24.0,23.0,18.0,114.89999999999999,96.18571428571428,48.666666666666664,32.857142857142854,26.566666666666666,52.05007204605964,13.01281419729542,172.4,10.4,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,36,3
44.5,24.8,12,7,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,71.0,172.4,101.3,24.0,27.5,36.0,48.0,62.0,20.0,7.0,95.96666666666665,101.05714285714285,41.0,38.42857142857143,25.433333333333334,67.50632069171992,6.244997998398389,172.4,44.5,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,39,3
5.8,18.2,10,0,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,44.5,71.0,172.4,24.8,24.0,39.0,36.0,48.0,12.0,7.0,40.43333333333333,87.74285714285713,30.0,37.57142857142857,22.333333333333332,32.78968333688717,13.076696830622016,172.4,5.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,15,3
9.2,20.3,16,1,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,5.8,44.5,71.0,18.2,24.8,15.0,39.0,36.0,10.0,0.0,19.833333333333332,81.82857142857142,22.0,33.714285714285715,21.099999999999998,21.429496805416065,14.798648586948739,172.4,5.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,12,3
14.2,20.4,21,4,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,9.2,5.8,44.5,20.3,18.2,12.0,15.0,39.0,16.0,1.0,9.733333333333333,59.771428571428565,15.666666666666666,33.142857142857146,19.633333333333336,4.22532050066476,4.041451884327366,172.4,5.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,20,3
4.8,34.9,28,0,3,1,60,1.0,6.123233995736766e-17,0,1,0,14.2,9.2,5.8,20.4,20.3,20.0,12.0,15.0,21.0,4.0,9.4,45.98571428571428,12.666666666666666,25.142857142857142,25.2,4.703190406522426,7.023769168568484,172.4,4.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,6,3
7.6,36.0,19,0,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,4.8,14.2,9.2,34.9,20.4,6.0,20.0,12.0,28.0,0.0,8.866666666666665,22.442857142857143,12.333333333333334,19.857142857142858,30.433333333333334,4.826316746064015,7.09459888459758,71.0,4.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,11,3
70.4,34.3,12,7,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,7.6,4.8,14.2,36.0,34.9,11.0,6.0,20.0,19.0,0.0,27.600000000000005,22.357142857142858,10.666666666666666,16.857142857142858,35.06666666666666,37.09231726382168,4.509249752822882,70.4,4.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,15,3
103.8,30.6,28,12,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,70.4,7.6,4.8,34.3,36.0,15.0,11.0,6.0,12.0,7.0,60.6,30.82857142857143,21.666666666666668,16.857142857142858,33.63333333333333,48.84301383002487,15.143755588800728,103.8,4.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,39,3
126.0,27.8,2,17,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,103.8,70.4,7.6,30.6,34.3,39.0,15.0,11.0,28.0,12.0,100.06666666666668,48.0,31.333333333333332,20.428571428571427,30.900000000000002,27.987378107520748,14.153915830374762,126.0,4.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,40,3
161.4,25.0,18,19,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,126.0,103.8,70.4,27.8,30.6,40.0,39.0,15.0,2.0,17.0,130.4,69.74285714285715,41.0,25.0,27.8,29.050989656120088,2.6457513110645907,161.4,4.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,44,3
102.3,28.5,26,12,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,161.4,126.0,103.8,25.0,27.8,44.0,40.0,39.0,18.0,19.0,129.9,82.32857142857142,46.0,29.857142857142858,27.099999999999998,29.742393985689795,7.211102550927978,161.4,4.8,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,54,3
92.9,29.3,22,14,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,102.3,161.4,126.0,28.5,25.0,54.0,44.0,40.0,26.0,12.0,118.86666666666667,94.91428571428573,50.0,36.42857142857143,27.600000000000005,37.13358767118161,5.291502622129181,161.4,7.6,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,52,3
88.1,27.5,21,13,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,92.9,102.3,161.4,29.3,28.5,52.0,54.0,44.0,22.0,14.0,94.43333333333334,106.41428571428571,47.0,39.857142857142854,28.433333333333337,7.22311105641696,10.44030650891055,161.4,70.4,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,35,3
0.6,22.3,24,5,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,88.1,92.9,102.3,27.5,29.3,35.0,52.0,54.0,21.0,13.0,60.53333333333333,96.44285714285715,38.666666666666664,41.857142857142854,26.36666666666667,51.959246851098,11.930353445448853,161.4,0.6,16.11111111111111,8.166666666666666,26.88888888888889,66.27222222222223,29,3
5.5,30.7,44,2,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,13.3,5.1,10.6,34.0,18.0,18.0,11.0,11.0,26.0,6.0,7.966666666666666,8.625,18.0,16.25,27.566666666666666,4.623130252689549,7.0,13.3,5.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,25,4
34.2,30.8,7,9,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,5.5,13.3,5.1,30.7,34.0,25.0,18.0,11.0,44.0,2.0,17.666666666666668,13.74,20.0,16.4,31.833333333333332,14.839923629632784,4.358898943540674,34.2,5.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,17,4
128.0,28.7,21,19,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,34.2,5.5,13.3,30.8,30.7,17.0,25.0,18.0,7.0,9.0,55.9,32.78333333333333,25.333333333333332,19.333333333333332,30.066666666666666,64.06816682253364,8.504900548115383,128.0,5.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,34,4
208.2,30.8,23,21,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,128.0,34.2,5.5,28.7,30.8,34.0,17.0,25.0,21.0,19.0,123.46666666666665,57.84285714285714,33.666666666666664,23.714285714285715,30.099999999999998,87.08853732457177,16.50252505931542,208.2,5.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,50,4
188.2,28.3,34,25,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,208.2,128.0,34.2,30.8,28.7,50.0,34.0,17.0,23.0,21.0,174.79999999999998,83.21428571428571,55.333333333333336,33.857142857142854,29.266666666666666,41.74541891034273,24.440403706431145,208.2,5.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,82,4
173.2,26.2,14,21,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,188.2,208.2,128.0,28.3,30.8,82.0,50.0,34.0,34.0,25.0,189.86666666666665,107.22857142857141,62.0,40.0,28.433333333333334,17.55942292142126,17.435595774162692,208.2,5.5,20.694444444444443,11.88888888888889,34.5,78.58333333333333,54,4
99.4,29.1,28,14,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,173.2,188.2,208.2,26.2,28.3,54.0,82.0,50.0,14.0,21.0,153.6,119.52857142857142,67.0,46.714285714285715,27.866666666666664,47.53398784028119,14.10673597966588,208.2,5.5,20.694444444444443,11.88888888888889,34.5,78.58333333333333,65,4
31.0,26.0,22,11,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,99.4,173.2,188.2,29.1,26.2,65.0,54.0,82.0,28.0,14.0,101.2,123.17142857142856,53.666666666666664,49.142857142857146,27.100000000000005,71.11708655449829,11.503622617824925,208.2,31.0,20.694444444444443,11.88888888888889,34.5,78.58333333333333,42,4
11.9,23.3,25,3,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,31.0,99.4,173.2,26.0,29.1,42.0,65.0,54.0,22.0,11.0,47.43333333333334,119.98571428571427,41.0,49.0,26.133333333333336,46.00655750361397,24.515301344262525,208.2,11.9,20.694444444444443,11.88888888888889,34.5,78.58333333333333,16,4
10.3,19.4,19,5,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,11.9,31.0,99.4,23.3,26.0,16.0,42.0,65.0,25.0,3.0,17.733333333333334,103.17142857142856,25.666666666666668,46.857142857142854,22.900000000000002,11.51708875251641,14.224392195567908,208.2,10.3,20.694444444444443,11.88888888888889,34.5,78.58333333333333,19,4
6.0,18.0,24,0,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,10.3,11.9,31.0,19.4,23.3,19.0,16.0,42.0,19.0,5.0,9.4,74.28571428571429,15.666666666666666,41.42857142857143,20.233333333333334,3.051229260479623,3.511884584284234,188.2,6.0,20.694444444444443,11.88888888888889,34.5,78.58333333333333,12,4
10.9,33.8,20,8,3,1,60,1.0,6.123233995736766e-17,0,1,0,6.0,10.3,11.9,18.0,19.4,12.0,19.0,16.0,24.0,0.0,9.066666666666668,48.957142857142856,16.333333333333332,32.285714285714285,23.733333333333334,2.6727015047214633,3.785938897200171,173.2,6.0,20.694444444444443,11.88888888888889,34.5,78.58333333333333,18,4
13.3,35.3,22,9,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,10.9,6.0,10.3,33.8,18.0,18.0,12.0,19.0,20.0,8.0,10.066666666666666,26.114285714285717,17.333333333333332,27.714285714285715,29.03333333333333,3.7206630233522002,5.033222956847158,99.4,6.0,20.694444444444443,11.88888888888889,34.5,78.58333333333333,22,4
77.1,34.5,42,15,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,13.3,10.9,6.0,35.3,33.8,22.0,18.0,12.0,22.0,9.0,33.766666666666666,22.928571428571427,24.666666666666668,23.285714285714285,34.53333333333333,37.54694838909467,8.326663997864527,77.1,6.0,20.694444444444443,11.88888888888889,34.5,78.58333333333333,34,4
133.4,25.4,12,17,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,77.1,13.3,10.9,34.5,35.3,34.0,22.0,18.0,42.0,15.0,74.60000000000001,37.55714285714286,29.666666666666668,22.0,31.73333333333333,60.08901729933686,6.658328118479386,133.4,6.0,20.694444444444443,11.88888888888889,34.5,78.58333333333333,33,4
142.1,24.7,20,20,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,133.4,77.1,13.3,25.4,34.5,33.0,34.0,22.0,12.0,17.0,117.53333333333332,56.15714285714286,43.666666666666664,28.857142857142858,28.2,35.285454982660156,17.61628034896508,142.1,6.0,20.694444444444443,11.88888888888889,34.5,78.58333333333333,64,4
70.7,25.5,18,9,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,142.1,133.4,77.1,24.7,25.4,64.0,33.0,34.0,20.0,20.0,115.39999999999999,64.78571428571429,44.0,31.142857142857142,25.2,38.954974008462685,17.349351572897472,142.1,6.0,20.694444444444443,11.88888888888889,34.5,78.58333333333333,35,4
166.4,25.8,4,24,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,70.7,142.1,133.4,25.5,24.7,35.0,64.0,33.0,18.0,9.0,126.39999999999999,87.7,47.666666666666664,35.714285714285715,25.333333333333332,49.74424589839515,14.843629385474877,166.4,10.9,20.694444444444443,11.88888888888889,34.5,78.58333333333333,44,4
68.9,25.5,12,9,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,166.4,70.7,142.1,25.8,25.5,44.0,35.0,64.0,4.0,24.0,102.0,95.98571428571428,41.333333333333336,39.57142857142857,25.599999999999998,55.77929723472683,5.507570547286091,166.4,13.3,20.694444444444443,11.88888888888889,34.5,78.58333333333333,45,4
117.8,25.8,8,15,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,68.9,166.4,70.7,25.5,25.8,45.0,44.0,35.0,12.0,9.0,117.7,110.91428571428573,38.333333333333336,40.142857142857146,25.7,48.75007692301627,10.692676621563622,166.4,68.9,20.694444444444443,11.88888888888889,34.5,78.58333333333333,26,4
4.1,15.8,36,3,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,117.8,68.9,166.4,25.8,25.5,26.0,45.0,44.0,8.0,15.0,63.599999999999994,100.48571428571428,34.666666666666664,40.0,22.366666666666664,57.034989260979145,9.609023536933044,166.4,4.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,33,4
13.6,20.8,8,2,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,4.1,117.8,68.9,15.8,25.8,33.0,26.0,45.0,36.0,3.0,45.16666666666666,83.37142857142858,21.0,35.857142857142854,20.8,63.08140243632302,15.132745950421551,166.4,4.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,4,4
14.1,16.7,17,2,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,13.6,4.1,117.8,20.8,15.8,4.0,33.0,26.0,8.0,2.0,10.599999999999989,65.08571428571429,15.0,27.857142857142858,17.76666666666667,5.634713834792964,15.716233645501706,166.4,4.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,8,4
7.9,36.0,18,8,3,1,60,1.0,6.123233995736766e-17,0,1,0,14.1,13.6,4.1,16.7,20.8,8.0,4.0,33.0,17.0,2.0,11.866666666666655,56.11428571428571,10.333333333333334,25.571428571428573,24.5,3.4443189941322996,7.767453465154019,166.4,4.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,19,4
11.8,35.0,28,7,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,7.9,14.1,13.6,36.0,16.7,19.0,8.0,4.0,18.0,8.0,11.266666666666657,34.028571428571425,15.333333333333334,22.0,29.233333333333334,3.134219732778886,6.350852961085872,117.8,4.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,19,4
53.0,36.1,31,11,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,11.8,7.9,14.1,35.0,36.0,19.0,19.0,8.0,28.0,7.0,24.23333333333332,31.75714285714286,20.666666666666668,19.0,35.699999999999996,24.988864186539978,2.886751345948128,117.8,4.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,24,4
168.1,22.7,4,25,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,53.0,11.8,7.9,36.1,35.0,24.0,19.0,19.0,31.0,11.0,77.63333333333331,38.942857142857136,25.0,19.857142857142858,31.266666666666666,81.00940274643024,6.557438524302,168.1,4.1,20.694444444444443,11.88888888888889,34.5,78.58333333333333,32,4
239.8,28.8,7,25,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,168.1,53.0,11.8,22.7,36.1,32.0,24.0,19.0,4.0,25.0,153.63333333333333,72.61428571428571,38.0,23.428571428571427,29.2,94.23652865706238,17.776388834631177,239.8,7.9,20.694444444444443,11.88888888888889,34.5,78.58333333333333,58,4
159.8,23.9,28,15,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,239.8,168.1,53.0,28.8,22.7,58.0,32.0,24.0,7.0,25.0,189.23333333333335,93.5,51.0,31.857142857142858,25.133333333333336,43.9882181195526,16.64331697709324,239.8,7.9,20.694444444444443,11.88888888888889,34.5,78.58333333333333,63,4
243.5,29.3,16,28,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,159.8,239.8,168.1,23.9,28.8,63.0,58.0,32.0,28.0,15.0,214.36666666666665,126.27142857142857,63.0,40.42857142857143,27.333333333333332,47.292317910347045,5.0,243.5,7.9,20.694444444444443,11.88888888888889,34.5,78.58333333333333,68,4
86.5,25.2,35,10,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,243.5,159.8,239.8,29.3,23.9,68.0,63.0,58.0,16.0,28.0,163.26666666666665,137.5,68.0,48.142857142857146,26.133333333333336,78.55738878891874,5.0,243.5,11.8,20.694444444444443,11.88888888888889,34.5,78.58333333333333,73,4
101.3,29.7,16,15,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,86.5,243.5,159.8,25.2,29.3,73.0,68.0,63.0,35.0,10.0,143.76666666666665,150.28571428571428,57.0,49.714285714285715,28.066666666666666,86.68802300971764,23.515952032609693,243.5,53.0,20.694444444444443,11.88888888888889,34.5,78.58333333333333,30,4
0.0,20.4,45,0,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,101.3,86.5,243.5,29.7,25.2,30.0,73.0,68.0,16.0,15.0,62.59999999999999,142.71428571428572,45.666666666666664,51.142857142857146,25.099999999999998,54.71590262437418,23.75570107012911,243.5,0.0,20.694444444444443,11.88888888888889,34.5,78.58333333333333,34,4
10.3,35.8,51,4,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,5.4,7.3,7.4,36.2,18.7,6.0,29.0,15.0,16.0,1.0,7.666666666666667,7.6000000000000005,18.666666666666668,17.75,30.233333333333334,2.4704925284917043,11.67618659209133,10.3,5.4,35.44444444444444,13.25,41.72222222222222,71.04444444444444,21,5
83.0,34.9,45,19,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,10.3,5.4,7.3,35.8,36.2,21.0,6.0,29.0,51.0,4.0,32.9,22.68,23.0,22.6,35.63333333333333,43.456990231722216,18.083141320025124,83.0,5.4,35.44444444444444,13.25,41.72222222222222,71.04444444444444,42,5
83.0,28.2,62,13,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,83.0,10.3,5.4,34.9,35.8,42.0,21.0,6.0,45.0,19.0,58.76666666666667,32.733333333333334,43.333333333333336,30.0,32.96666666666666,41.9733645700858,23.028967265887832,83.0,5.4,35.44444444444444,13.25,41.72222222222222,71.04444444444444,67,5
116.5,28.4,21,12,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,83.0,83.0,10.3,28.2,34.9,67.0,42.0,21.0,62.0,13.0,94.16666666666667,44.699999999999996,47.666666666666664,30.571428571428573,30.5,19.34123401785246,17.214335111567138,116.5,5.4,35.44444444444444,13.25,41.72222222222222,71.04444444444444,34,5
206.0,23.9,30,30,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,116.5,83.0,83.0,28.4,28.2,34.0,67.0,42.0,21.0,12.0,135.16666666666666,73.07142857142857,50.666666666666664,35.714285714285715,26.833333333333332,63.58917622782461,16.502525059315413,206.0,5.4,35.44444444444444,13.25,41.72222222222222,71.04444444444444,51,5
132.4,28.1,22,18,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,206.0,116.5,83.0,23.9,28.4,51.0,34.0,67.0,30.0,30.0,151.63333333333333,90.94285714285715,47.333333333333336,39.714285714285715,26.799999999999997,47.7493804497329,11.930353445448846,206.0,5.4,35.44444444444444,13.25,41.72222222222222,71.04444444444444,57,5
82.3,26.9,39,17,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,132.4,206.0,116.5,28.1,23.9,57.0,51.0,34.0,22.0,18.0,140.23333333333332,101.92857142857143,55.333333333333336,47.142857142857146,26.3,62.22092359755948,3.7859388972001518,206.0,10.3,35.44444444444444,13.25,41.72222222222222,71.04444444444444,58,5
73.2,26.3,22,11,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,82.3,132.4,206.0,26.9,28.1,58.0,57.0,51.0,39.0,17.0,95.96666666666665,110.91428571428571,50.666666666666664,49.42857142857143,27.099999999999998,31.878571695314896,11.846237095944563,206.0,73.2,35.44444444444444,13.25,41.72222222222222,71.04444444444444,37,5
2.1,21.2,36,10,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,73.2,82.3,132.4,26.3,26.9,37.0,58.0,57.0,22.0,11.0,52.53333333333333,99.35714285714286,45.0,49.142857142857146,24.8,43.91290622736475,11.357816691600537,206.0,2.1,35.44444444444444,13.25,41.72222222222222,71.04444444444444,40,5
14.7,18.5,56,10,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,2.1,73.2,82.3,21.2,26.3,40.0,37.0,58.0,36.0,10.0,30.0,89.6,32.333333333333336,42.42857142857143,22.0,37.939030035044325,10.785793124908947,206.0,2.1,35.44444444444444,13.25,41.72222222222222,71.04444444444444,20,5
